State of the secondary roads - good,Existence of initiatives and projects  in the past five years to improve infrastructure - exists,Town,refArea,State of the main roads - bad,Observation URI,The main means of public transport - vans,Existence of dedicated bus stops - exists,State of agricultural roads - bad,publisher,State of the secondary roads - acceptable,State of agricultural roads - good,State of the main roads - good,State of the main roads - acceptable,dataset,State of agricultural roads - acceptable,The main means of public transport - taxis,The main means of public transport - buses,State of the secondary roads - bad,references
1,0,Kaoukaba Hasbaiya,http://dbpedia.org/resource/Hasbaya_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kaoukaba+Hasbaiya,1,1,0,Impact Open Data,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,1,Kaoutariyet Es-Siyad,http://dbpedia.org/resource/Sidon_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kaoutariyet+Es-Siyad,0,0,0,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Karkha,https://dbpedia.org/page/South_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Karkha,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Karm El-Mohr,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Karm+El-Mohr,0,0,1,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Karm Saddeh,http://dbpedia.org/resource/Zgharta_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Karm+Saddeh,0,0,0,Impact Open Data,1,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Karm Zebdine,https://dbpedia.org/page/Akkar_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Karm+Zebdine,0,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Ketermaya,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Ketermaya,0,0,0,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Keyfoun,http://dbpedia.org/resource/Aley_District,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Keyfoun,1,0,1,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,1,1,https://impact.cib.gov.lb/home#open_data_section
1,0,Kfar Aabida,http://dbpedia.org/resource/Batroun_District,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Aabida,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,0,1,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Aamay,http://dbpedia.org/resource/Aley_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Aamay,0,0,1,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
1,0,Kfar Aaqab,http://dbpedia.org/resource/Matn_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Aaqab,0,1,0,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Aaqqa,https://dbpedia.org/page/North_Governorate,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Aaqqa,0,0,0,Impact Open Data,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Baal,http://dbpedia.org/resource/Byblos_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Baal,0,1,0,Impact Open Data,1,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Beit,http://dbpedia.org/resource/Sidon_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Beit,0,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Bibnine,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Bibnine,0,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,1,Kfar Chellal,http://dbpedia.org/resource/Sidon_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Chellal,0,0,1,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Chellane,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Chellane,0,0,1,Impact Open Data,1,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,1,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Chima,http://dbpedia.org/resource/Baabda_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Chima,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Chouba,http://dbpedia.org/resource/Hasbaya_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Chouba,1,0,1,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,1,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Dane,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Dane,0,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Denis,https://dbpedia.org/page/Beqaa_Governorate,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Denis,1,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,0,0,1,https://impact.cib.gov.lb/home#open_data_section
0,1,Kfar Dibiane,http://dbpedia.org/resource/Keserwan_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Dibiane,0,0,0,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Dounine,http://dbpedia.org/resource/Bint_Jbeil_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Dounine,0,0,0,Impact Open Data,1,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Falous,https://dbpedia.org/page/South_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Falous,0,0,1,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,1,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Faqoud,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Faqoud,0,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Habou,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Habou,0,0,0,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,1,Kfar Hamam,http://dbpedia.org/resource/Hasbaya_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Hamam,0,0,1,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Hatta Saida,http://dbpedia.org/resource/Sidon_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Hatta+Saida,0,0,0,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,0,https://impact.cib.gov.lb/home#open_data_section
1,0,Kfar Hay,http://dbpedia.org/resource/Batroun_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Hay,0,1,1,Impact Open Data,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
1,1,Kfar Hazir,https://dbpedia.org/page/North_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Hazir,0,1,0,Impact Open Data,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Heam,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Heam,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Hilda,http://dbpedia.org/resource/Batroun_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Hilda,0,0,0,Impact Open Data,1,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,1,Kfar Houneh,https://dbpedia.org/page/South_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Houneh,1,0,1,Impact Open Data,0,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,1,Kfar Jreif,http://dbpedia.org/resource/Keserwan_District,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Jreif,0,0,1,Impact Open Data,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Kila,http://dbpedia.org/resource/Marjeyoun_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Kila,1,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,1,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Matta,http://dbpedia.org/resource/Aley_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Matta,0,0,0,Impact Open Data,1,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,0,1,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Melki Saida,http://dbpedia.org/resource/Sidon_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Melki+Saida,0,0,0,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Nabrakh,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Nabrakh,0,1,1,Impact Open Data,1,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,1,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Niss,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Niss,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Qatra,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Qatra,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Qouq,https://dbpedia.org/page/Beqaa_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Qouq,1,0,1,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Roummane,https://dbpedia.org/page/Nabatieh_Governorate,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Roummane,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Selouane,http://dbpedia.org/resource/Baabda_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Selouane,0,0,1,Impact Open Data,1,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Sir,https://dbpedia.org/page/Nabatieh_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Sir,1,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
1,1,Kfar Tay El-Matn,http://dbpedia.org/resource/Matn_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Tay+El-Matn,0,0,1,Impact Open Data,0,1,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar Tibnit,https://dbpedia.org/page/Nabatieh_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+Tibnit,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfar michki,https://dbpedia.org/page/Beqaa_Governorate,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfar+michki,0,0,1,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfardlaqous,http://dbpedia.org/resource/Zgharta_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfardlaqous,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,1,Kfarfila,https://dbpedia.org/page/Nabatieh_Governorate,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfarfila,1,0,1,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,1,Kfarfou,http://dbpedia.org/resource/Zgharta_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfarfou,0,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfarhata ,https://dbpedia.org/page/North_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfarhata+,0,0,0,Impact Open Data,1,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfarhata Zgharta,http://dbpedia.org/resource/Zgharta_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfarhata+Zgharta,0,0,0,Impact Open Data,1,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,1,Kfarsghab,http://dbpedia.org/resource/Zgharta_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfarsghab,0,0,1,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfartoun,https://dbpedia.org/page/Akkar_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfartoun,1,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,1,Kfaryachit,http://dbpedia.org/resource/Zgharta_District,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfaryachit,0,0,1,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,1,Kfarzabad,http://dbpedia.org/resource/ZahlÃ©_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfarzabad,1,0,0,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfarzaina,http://dbpedia.org/resource/Zgharta_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfarzaina,0,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfoun,http://dbpedia.org/resource/Byblos_District,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfoun,0,0,1,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Kfour El-Aarbi,http://dbpedia.org/resource/Batroun_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfour+El-Aarbi,0,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
1,0,Kfour En-Nabatieh,http://dbpedia.org/resource/Keserwan_District,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kfour+En-Nabatieh,0,0,1,Impact Open Data,0,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Khalwat,http://dbpedia.org/resource/Hasbaya_District,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Khalwat,1,0,1,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Kharbe,http://dbpedia.org/resource/Byblos_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kharbe,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Kharnoub,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Kharnoub,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Khartoum,http://dbpedia.org/resource/Sidon_District,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Khartoum,0,0,1,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Khat el Petrol,https://dbpedia.org/page/Akkar_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Khat+el+Petrol,1,0,1,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Khayayeb Saida,http://dbpedia.org/resource/Sidon_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Khayayeb+Saida,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Khereibet Ech-Chouf,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Khereibet+Ech-Chouf,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Khinchara,http://dbpedia.org/resource/Matn_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Khinchara,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Khirbet Bisri,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Khirbet+Bisri,0,0,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
0,0,Khirbet Char,https://dbpedia.org/page/Akkar_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Khirbet+Char,0,0,1,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Khirbet Daoud Aakkar,https://dbpedia.org/page/Akkar_Governorate,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Khirbet+Daoud+Aakkar,0,0,1,Impact Open Data,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Khirbet Jord,https://dbpedia.org/page/Akkar_Governorate,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Khirbet+Jord,0,0,1,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Khirbet Qanafar,http://dbpedia.org/resource/Western_Beqaa_District,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Khirbet+Qanafar,0,0,1,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Khirbet Rouha,https://dbpedia.org/page/Beqaa_Governorate,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Khirbet+Rouha,0,0,0,Impact Open Data,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,1,1,0,1,https://impact.cib.gov.lb/home#open_data_section
0,0,Khirbet Selm,http://dbpedia.org/resource/Bint_Jbeil_District,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Transportation-Khirbet+Selm,1,1,1,Impact Open Data,1,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_Transportation-Lebanon-2023,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section
